"","Label","Marker"
"651","Gastric mucous cells-20","Gm11366, RP23-95I4.2, Mrpl22, BC107364, Zfp820, Gm15816, Gm14382, Ppp1r35, Gm14586, Pdx1"
"652","Gastric mucous cells-21","Cxcl17, Nkx6-2, Gm15889, Gm24596, Stx19, Sfta2, Fdx1l, Nkx6-3, RP24-151O6.1, Gm12174"
"653","Gastric mucous cells-22","Prima1, Sox21, Rap1gapos, Gm6169, Teddm3, Etv4, Gm2568, Gm5561, Stx19, Shh"
"654","Gastric mucous cells-23","RP23-59N15.5, RP23-95I4.2, RP24-310B3.2, Sfta2, Gm29670, Gm6938, RP24-429G21.1, D930020B18Rik, RP23-389C9.3, Ercc6l"
"655","Gastric mucous cells-24","Gm11373, Clec2f, Gm15972, 2810408I11Rik, A830073O21Rik, Kcnrg, Nxnl2, Cxcl17, Vstm2b, Fam83c"
"656","Gastric mucous cells-25","Vmn2r-ps104, Teddm3, Rap1gapos, Gm13648, RP23-239I17.2, BC107364, Cxcl17, RP23-79H24.3, Fbxw5, C2cd4c"
"657","Gastric mucous cells-26","Mogat1, Gm684, Hnf1aos2, RP23-21P10.1, Gm20483, Gm10258, Gm26226, Zpbp2, Fam83c, Aunip"
"658","Gastric mucous cells-27","Gm15318, Prima1, Gm29103, 2210011K15Rik, Adi1, C2cd4a, Cxcl17, Sfta2, Rpp25, F8a"
"659","Gastric mucous cells-28","Gm11942, Mettl1, Gm19557, Sf3b5, Sfta2, 4930404N11Rik, Cthrc1, Gm10548, Sapcd2, 9230112E08Rik"
"660","Goblet cells-0","RP24-484G16.12, C2cd4c, Gm1965, Art2a-ps, Rap1gapos, 9530056K15Rik, RP24-441N3.3, Gm12424, Gm11963, Gm26796"
"661","Goblet cells-1","Gm23664, Lrrc26, RP24-441N3.3, C2cd4c, Gm12424, Grin1os, A430078I02Rik, Ptgdr, Nudt16, Gm11948"
"662","Goblet cells-2","Frmd3, Ptgdr, Tgm5, Gm12603, 4930401O10Rik, Gm25881, 2210011C24Rik, Gm12506, Tbx3os2, Gm12424"
"663","Goblet cells-3","Zfp185, Clca1, Tgm5, Gm379, Ptgdr, Bcas1os2, RP24-484G16.12, Gm20496, Mroh6, Gm22523"
"664","Goblet cells-4","Yipf2, Gm12424, Cdca4, Smim15, Creb3l4, Pla2g2c, Gm13963, Ffar4, Grin1os, Rap1gapos"
"665","Goblet cells-5","Ido1, Gm379, Alkbh7, Kcnh3, Sod1, Ankrd9, Hint3, Gm10269, Chchd7, Klhdc7b"
"666","Goblet cells-6","Gm20426, Ccdc34, Gpx2, Ugt2b35, Oaz1, Fam185a, 4933405L10Rik, Akr1b8, Mrps15, Akr1c13"
"667","Goblet cells-7","Mcm6, Nek2, 2810417H13Rik, BC055324, Nup107, Yars, Zwilch, Slbp, RP23-128G10.6, Ankle1"
"668","Goblet cells-8","Gm12603, Defa3, Pla2g10, Tgm5, Kcnu1, Ier2, Sectm1a, Nudt14, Tbx3os2, C2cd4c"
"669","Goblet cells-9","Slc2a10, Gm12603, Grin1os, B3gnt6, RP24-484G16.12, Gm14344, Lrrc26, Creb3l4, RP24-441N3.3, Gm12424"
"670","Goblet cells-10","Sytl1, Gm25881, Pla2g2c, Pla2g5, Zfp286os, Rap1gapos, Serpinb1b, Jmjd8, RP24-441N3.3, Gm20683"
"671","Goblet cells-11","Grin1os, Pla2g2c, 1700096K18Rik, Ptgdr, RP24-441N3.3, Gm13832, Tbx3os2, Spef1, Nudt22, Gm26796"
"672","Goblet cells-12","Gm12603, Ptgdr, RP24-484G16.12, Tbx3os2, Gm12511, RP24-441N3.3, Grin1os, Gm12506, 2210011C24Rik, Rap1gapos"
"673","Goblet cells-13","4930401O10Rik, Mfsd7a, Gm12603, Ptgdr, Fam221a, Gm1965, Grin1os, RP24-441N3.3, Hes6, Cog1"
"674","Goblet cells-14","Frmd3, RP24-484G16.12, Gm12603, RP24-441N3.3, Lrrc26, Gm26801, Gm10629, Grin1os, Pla2g2c, Tgm5"
"675","Goblet cells-15","Gm12511, Ptgdr, Slc1a4, Krt23, Grin1os, Gm11240, Gm12603, Tbx3os2, Frmd3, RP24-441N3.3"
"676","Goblet cells-16","Pla2g4c, Capn13, Uba52, Syngr2, Rps26, Capn9, Atoh1, Nolc1, Rad54b, Rsc1a1"
"677","Goblet cells-17","Lct, Abcc2, Tmem56, Fgfr2, Jarid2, Immp2l, Cyp3a25, Mme, Dab1, Gm22179"
"678","Goblet cells-18","Lpo, Lrrc26, Bcas1os2, RP24-388D8.4, RP24-484G16.12, Gm1965, Pla2g2c, B3gnt6, Piwil4, RP23-175G2.4"
"679","Goblet cells-19","Gm20512, RP24-484G16.12, Gm12424, Pla2g2c, 9530034E10Rik, B3gnt6, Gm15381, Gm13648, Gm12860, Amigo3"
"680","Goblet cells-20","Scgb1b3, Galnt5, Ramp1, Cdc45, Slc1a4, B3gnt6, Ripply1, Gm5266, Ttc39a, Cyp2w1"
"681","Habenula neurons_1","Kcnma1, Nwd2, Robo3, Gabbr2, Olfr723, Olfr722, Lrrc55, Umodl1, Gm3687, Irx6"
"682","Habenula neurons_2","Gm29478, Gpr139, RP23-36P5.1, Pth2, Kcng4, Tac2, Gm12119, Gm23986, Gm10421, Gm3687"
"683","Habenula neurons_3","Nwd2, Lhx9, Gm3687, Olfr722, Gm12131, 2610035F20Rik, Htr5b, Gpr151, RP23-340C13.4, Gm14016"
"684","Habenula neurons_4","Kctd8, Cdh10, Lrrc55, Mir139, Gpr151, Gpr139, RP23-186M2.1, Gm3687, Gm5089, Lhx9"
"685","Hepatic stellate cells-0","Gm24525, Gm10475, Gm16291, Olfr1034, Gm28523, Gucy2g, Gdf2, Gm12059, Scarf2, Colec11"
"686","Hepatic stellate cells-1","Tex16, Gm16113, Lhx2, Rapgef4os3, Colec11, Gpat2, Gm12925, Gm13523, Gdf2, Angptl6"
"687","Hepatic stellate cells-2","9030619P08Rik, Mup12, Plscr5, RP24-297J20.4, Vkorc1, Gltpd2, Eva1b, Lhx2, Gm7808, C8g"
"688","Hepatic stellate cells-3","Angptl6, Gm15479, Sardhos, Colec11, Gm12798, Gm14230, Lhx2, Gpat2, Fcnaos, Adamts13"
"689","Hepatic stellate cells-4","Mup13, Mup18, 9030616G12Rik, Klf1, Gm17202, Gm11844, Gm20649, Gm15343, RP23-226J18.4, Gm23445"
"690","Hepatic stellate cells-5","Gdf2, Lhx2, Gpat2, Gm17167, Wdr86, Gm10475, Ms4a4d, Colec11, Tcf21, Sema6c"
"691","Hepatic stellate cells-6","Mup12, Gm16006, Urah, C8g, Ebp, RP23-201I6.5, Gm5096, Apcs, Atf5, Acot3"
"692","Hepatic stellate cells-7","Adap2os, Gdf2, RP24-297J20.4, E530011L22Rik, Gm17080, Scarf2, Cdk20, Orm2, Colec11, Gpat2"
"693","Hepatic stellate cells-8","Mup-ps19, 2900089D17Rik, Gm15866, Angpt4, Gm14412, Gpat2, RP24-359F24.1, Cpz, Gm14066, RP23-123O12.2"
"694","Hepatic stellate cells-9","Gpat2, Gm15503, 8430437L04Rik, 4933422H20Rik, RP23-398C14.1, Gm10718, Gm28526, Gm9947, Mmp23, Hoxb3os"
"695","Hepatic stellate cells-10","Mir5123, Gm28610, Lhx2, Gpat2, Gm12059, Gm10369, Gdf2, Colec11, Ccl19, Ddt"
"696","Hepatic stellate cells-11","Mup8, Mup9, Gm10475, Gpat2, Angptl6, Nr0b2, 4930480G23Rik, Tex12, Gchfr, Stbd1"
"697","Hepatic stellate cells-12","Gdf2, Gpat2, Gm16291, Lhx2, Gm12395, Aard, Rpp30, Adamts13, Gm15962, Gm17090"
"698","Hepatic stellate cells-13","Gpat2, Gm11961, Gdf2, Mup21, Lhx2, Colec11, Rps19-ps6, Gm5524, Ms4a4d, Med20"
"699","Hepatic stellate cells-14","Mup9, Gm15722, Mup21, Apon, RP23-331M15.1, Colec11, Sox5os3, Aard, Spp2, Adamts13"
"700","Hepatic stellate cells-15","Gm20694, Colec11, Ankrd55, Gdf2, Gm12526, Mdfi, Adamts13, Hlx, Adra2b, Neurl2"
"701","Hepatic stellate cells-16","Nt5dc2, Gdf2, 2810430I11Rik, Apom, Gm2693, Lhx2, Mup16, Klrb1c, Gpat2, Traj18"
"702","Hepatic stellate cells-17","Gm13584, Colec11, Cyp20a1, Gm23340, Gdf2, Gm24056, Gm16172, Tnfaip8l1, Gm11967, 1700095A21Rik"
"703","Hepatic stellate cells-18","1700063D05Rik, Colec11, Apom, Gm17571, Cyp2d11, Rbp1, Gm11575, Eva1b, Gm11420, G0s2"
"704","Hepatic stellate cells-19","Gm3839, Mup1, Gpat2, Gm27241, 1700023H06Rik, Gm25259, Cebpe, RP23-16D16.4, Mup9, 9530046B11Rik"
"705","Hepatic stellate cells-20","Gm22826, Gm12287, Gm25008, Lhx2, Angptl6, Colec11, 4930426I24Rik, 1700063D05Rik, Gdf2, Sprn"
"706","Hepatic stellate cells-21","Gm10308, Gdf2, Rab26, Nanog, 1700001C19Rik, Adamts13, Gpat2, Efcc1, RP23-331M15.1, Colec11"
"707","Hepatic stellate cells-22","Serpina1e, Apoe, Serpina3k, Apoc1, Aox3, Fgb, Mup3, Apoa2, Gc, Hpx"
"708","Hepatic stellate cells-23","Msmp, C8g, Gm15670, Angptl6, Nme4, Colec11, Gm2693, Gm9947, RP24-363O16.1, 4932438H23Rik"
"709","Hepatocytes-0","Gamt, Gm12580, Gm20649, Gstk1, Gm15723, Rapgef4os2, RP24-188H2.6, Aspdh, Inhbe, Serpina11"
"710","Hepatocytes-1","BC028777, RP23-363K7.6, Rgr, Gm11337, Pygl, AA413626, 9530046B11Rik, Gm27180, Nr0b2, Gm13184"
"711","Hepatocytes-2","Pcbd1, C330021F23Rik, Gm28960, 9030619P08Rik, Gm5424, Rapgef4os3, Cyp2d40, RP24-310B3.2, Gm15527, Lrit2"
"712","Hepatocytes-3","Gm13613, C230024C17Rik, Tnfaip8l1, Gm5524, Gm15713, Cd59b, Gm6153, Gm11722, Gm24400, Gm16548"
"713","Hepatocytes-4","Trim28, Paox, RP24-323I23.2, Nr0b2, Thg1l, Gm12354, Rapgef4os3, 9030616G12Rik, Rnf170-ps, 9030619P08Rik"
"714","Hepatocytes-5","Mir6978, Ism2, Mup-ps10, RP23-287C21.4, 9030619P08Rik, BC049762, Gm17080, RP24-81A5.3, Gm9435, Lrit2"
"715","Hepatocytes-6","Mtnr1a, Mup10, Mup13, Olfr16, Clpx, RP23-59N15.4, Dcakd, Baat, Gm15622, Mtap"
"716","Hepatocytes-7","Gm13573, Mup9, 1700095A21Rik, Cyp2d11, Gm13165, BC024139, Mup21, 1700060C16Rik, Cyp2d41-ps, 9030616G12Rik"
"717","Hepatocytes-8","Paox, Mup9, Gm13872, 4930480G23Rik, Gm14097, Rapgef4os3, Vmn1r184, Ppp1r3b, Mir6400, 4930455H04Rik"
"718","Hepatocytes-9","Gm16548, Olfr701, B130034C11Rik, Paqr9, Hhipl2, Gm20649, Gm15343, Gm29016, 2210406O10Rik, Gm29107"
"719","Hepatocytes-10","Gm21064, Gm20649, Mup4, Banp, Gm23340, Asgr1, Mup18, Cphx1, Gm28592, Gcat"
"720","Hepatocytes-11","Gltpd2, 1700045H11Rik, Gm15622, Gm15261, Gamt, Inhbc, Mup21, Gm13573, Gm6222, Rnd1"
"721","Hepatocytes-12","Mup9, Gm16618, Serpina11, Gm13573, Gm6493, Egfros, Cyp8b1, Gm4755, Gm8883, Gm16277"
"722","Hepatocytes-13","Sardhos, Gm16537, Gm22935, Lrit1, Apon, Gm13241, Inhbe, Vkorc1, Rtp3, RP23-363K7.6"
"723","Hepatocytes-14","Mup21, Sdsl, Gm16551, Gm29650, RP24-188H2.6, Cyp4a12b, Gm17108, Fam131c, Gm11340, Egfros"
"724","Hepatocytes-15","Gm20319, Gm15369, Ikbkg, Gm3839, Hypm, Gngt1, Haao, 4933411K16Rik, Gm19085, Dpy19l3"
"725","Hepatocytes-16","Gm11798, Mir6972, Tert, Olfr701, Gm26992, Gm16573, Gm17662, Urad, Gm12333, Gm6142"
"726","Hepatocytes-17","Mup21, Tas1r2, Urad, 1110002J07Rik, Mup1, Inhbe, Gm27180, Serpina11, Snrpd3, Gm2061"
"727","Hepatocytes-18","Gm29475, Mup-ps7, Gm13521, Cebpe, Pemt, RP23-355B17.1, Zfp524, Serpina11, Gm27180, Gm5524"
"728","Hepatocytes-19","Gm11517, 4933440N22Rik, Cyp4a12b, Gm13872, Gm10030, Thpo, Oxsm, Inhbe, Rab26, RP24-188H2.6"
"729","Hepatocytes-20","Mir1948, 0610040B10Rik, Gm29107, Rapgef4os2, Gm22866, Gm10556, BC028777, Gm8883, Ctcfl, RP24-188H2.6"
"730","Hepatocytes-21","Gm15622, Rgr, Shroom1, Gm20649, Sec14l4, Ptpmt1, Gm10916, Gm24086, Hsbp1, Gm11789"
"731","Hepatocytes-22","Mup2, Mvd, Mup9, Apom, Inhbe, Orm2, Gm5524, A730017L22Rik, Gm16343, Gm20649"
"732","Hepatocytes-23","Serpind1, Mup13, Gm5970, Zfp750, Gm16551, Cebpe, Gm20635, Olfr701, C330021F23Rik, Mup9"
"733","Hepatocytes-24","Zfp395, Ftcd, Klkb1, Aldh8a1, Slc6a12, Gm27229, Aspg, Gm4755, Gcat, Klf1"
"734","Hindbrain neurons 1_1","Grm2, Vmn2r6, E130111B04Rik, Gm26939, Ctxn2, Mir142b, 2610035F20Rik, Mir1962, Ccdc27, RP23-415M7.2"
"735","Hindbrain neurons 1_2","RP23-269P13.1, Gm28912, Gm20058, Gpr101, Gm26644, RP24-169F23.2, Drd5, Slc6a1, Gm11190, Gm7237"
"736","Hindbrain neurons 1_3","Vmn2r-ps9, 8030423J24Rik, Grm2, Gm28111, Vmn2r5, Gm26939, Gm14204, Gm20657, Vmn2r6, Gm26598"
"737","Hindbrain neurons 1_4","Lgi2, Vmn2r-ps9, Gm20058, Gm6586, Scrg1, Gm14204, Gm20657, Vmn2r5, Gm17155, Grm2"
"738","Hindbrain neurons 2_1","9330171B17Rik, 1700084F23Rik, Gm8546, Gm16244, RP23-174P13.4, Gm25834, Gm13828, Gm12072, Gm13589, Fam170b"
"739","Hindbrain neurons 2_2","Vwc2l, Adamts2, Gm15645, Cpne9, Lzts1, Crhr1, Cdh23, Thy1, Gm11884, Cdh7"
"740","Hindbrain neurons 2_3","Bcan, Il1rapl2, Cdh23, Gm25081, Neto2, D030068K23Rik, Grin2c, Slc35g3, RP23-143M5.2, Gm12124"
"741","Hindbrain neurons 2_4","Olfr1264, Gm14424, Gm29013, Gm28669, RP23-470G18.2, Cdh7, Mir328, 9630001P10Rik, St8sia2, Mir432"
"742","Hindbrain neurons 2_5","1700109G14Rik, 1700065J18Rik, Syt13, Mir666, Bpifb2, Lemd1, Gm4975, Gm13828, RP24-151M13.1, Gm10038"
"743","Hindbrain neurons 2_6","Zmat4, Mir466b-8, Gm13884, Gm24175, Scn1a, Sv2b, Gm12842, Vmn1r139, Gm5046, Gm23691, Gm14819, 1700011M02Rik"
"744","Hindbrain neurons 2_7","Mos, Gm22650, Mir764, RP23-193O23.2, Gm27148, Olfr70, Gm21182, Gm11379, Gm12406, RP23-186M2.1"
"745","Inferior olivary nucleus neurons_1","Gm15393, Gm11891, Htr5b, Kcnk15, Gm21961, Haglr, Gm13026, Kcng1, Gm17709, RP24-539A2.1"
"746","Inferior olivary nucleus neurons_2","Foxp2, Nrcam, Nell2, 2600014E21Rik, Rims4, Gabrg1, Htr5b, Haglr, Cnih3, Gm24947"
"747","Inferior olivary nucleus neurons_3","Haglr, Htr5b, Gm15393, RP24-161I8.1, Gm5974, Gm5899, Gm11855, Gm13026, Gm24947, Gm14262"
"748","Inferior olivary nucleus neurons_4","Gm28830, Gm12291, Gm5974, Gm9230, Gm22947, Mir6366, Mir155, Olfr1028, Gm24435, Gm23326"
"749","Interbrain and midbrain neurons 1_","RP23-68L13.2, Gm9945, Dazl, 4921513I03Rik, Gm7125, Gm12116, Gm16302, Gm14740, Klra1, Gm17090"
"750","Interbrain and midbrain neurons 1_1","2410021H03Rik, Gm15425, 1700110I01Rik, Gm6592, Gm13199, Gm14002, Gm13211, Fbxo27, 4930433N12Rik, Pdzd9"
"751","Interbrain and midbrain neurons 1_2","Ssxb5, Rapgef4os3, Gm11175, Gm10277, Gm13112, Tmem121, Gm16183, Aanat, Gm21846, Caly"
"752","Interbrain and midbrain neurons 1_3","Gm26964, Arr3, RP23-245A10.4, Gm11549, 2310026I22Rik, Gm16596, Vmn2r85, RP24-383H12.2, Mex3b, 4930419G24Rik"
"753","Interbrain and midbrain neurons 1_4","Gpr6, Slitrk2, RP23-415M7.2, Gm26918, Npffr2, Sp9, Gm16958, Gm15487, 1700024B18Rik, Six3"
"754","Interbrain and midbrain neurons 1_5","Gm15808, RP24-498P8.5, 5730405O15Rik, Gm6994, Gm15810, Gm17322, Gm12709, 2810455O05Rik, RP23-256H11.1, Klhl10"
"755","Interbrain and midbrain neurons 1_6","Lrrc7, Adarb1, Abhd12b, Tspear, Lrrn2, RP24-119G15.1, Gm14174, Mir149, Grin2b, Gm11840"
"756","Interbrain and midbrain neurons 1_7","Gm13905, Gm5796, Mir673, Gm20642, RP24-105B23.2, Gabra6, Gm26854, Olfr55, Mei1, Tmem200b"
"757","Interbrain and midbrain neurons 1_8","Gm15895, Gm13630, Gm2420, Gm14486, 4933428C19Rik, Rapgef4os2, Gm14488, Gm16183, Gm16596, Pip5kl1"
"758","Interbrain and midbrain neurons 1_9","Gabra4, Olfr651, 4930505O20Rik, Gm9271, Gm5899, Olfr656, C1ql2, RP23-4E15.1, Abhd12b, Lhx9"
"759","Interbrain and midbrain neurons 1_10","Kcnj9, Gbx2, RP24-114A9.1, Gm22958, Chrna4, Zdhhc22, Aurkc, Pnma2, D130058E05Rik, 1110015O18Rik"
"760","Interbrain and midbrain neurons 1_11","Olfr689, RP24-168F13.1, 3110039M20Rik, Tmem91, RP23-41F9.2, RP24-496H1.1, Gm20642, 4732487G21Rik, Drd1a, A830031A19Rik"
"761","Interbrain and midbrain neurons 1_12","Gbx2, Mir1197, Gm28822, Hrh3, RP23-174P13.4, 2610035F20Rik, Gm10819, Gm9144, Gm7672, Gm29478"
"762","Interbrain and midbrain neurons 1_13","Gm14416, RP24-119G15.1, Olfr657, Gm27207, Gm5118, Olfr288, A130030D18Rik, 4933405O20Rik, Gm27246, Gm27169"
"763","Interbrain and midbrain neurons 1_14","Vmn2r86, Gm15665, Gm16741, Kcng1, Gm15169, Vmn2r84, RP23-267J24.2, Gabra6, Prrt3, Psrc1"
"764","Interbrain and midbrain neurons 1_15","Gm17733, Dmrtb1, Gm18294, Gm16113, Mir431, Gm23431, Mir337, Vmn2r2, RP23-50E17.1, Zic5"
"765","Interbrain and midbrain neurons 1_16","Gm5139, Vmn2r2, Gm16838, Gm18294, Vmn1r207-ps, Gm11762, Gm26937, RP23-285F13.2, Vmn1r206, Cyp2t4"
"766","Interbrain and midbrain neurons 2_1","Gm16578, Nap1l2, Gpr101, Podxl2, Otp, Prdm12, Usp29, Samd7, A230065H16Rik, RP23-399N18.3"
"767","Interbrain and midbrain neurons 2_2","Gm17660, Gm26006, Slc6a5, Gm22584, Scn8a, Gm16202, Kcnk18, BC039966, Gm12081, Gm11820"
"768","Interbrain and midbrain neurons 2_3","D030068K23Rik, Sox14, Plk-ps1, 1110015O18Rik, Ssx9, Gm15521, Magel2, Gm15520, Gm28731, Mir496a"
"769","Interbrain and midbrain neurons 2_4","Tmem255a, Gm14714, RP24-152K14.1, Gm28914, Gm26748, Gm9745, Gm17661, Gm26653, RP24-539A2.1, Gm8261"
"770","Interbrain and midbrain neurons 2_5","Gm22116, Mageb16-ps1, RP23-388A19.5, Gm9017, Fam43b, Pcdhb2, H2-M10.2, Gpr101, Rwdd2a, RP23-50E17.1"
"771","Interbrain and midbrain neurons 2_6","Gm16057, Gm20461, Mir494, Gm7361, A730018C14Rik, Gm14549, Gpr165, Speer4a, Gm17509, Gm15624"
"772","Interbrain and midbrain neurons 2_7","Slc6a3, Chrnb3, Chrna6, Gm15896, Gm13530, 4921501E09Rik, Gm16013, Gm7847, Gm26597, RP24-364K10.3"
"773","Interbrain and midbrain neurons 2_8","4930526F13Rik, Fezf1, Gpr165, Gm13416, Gm13404, Chrm5, Gm13647, Tex16, Gpr144-ps, 1700008K24Rik"
"774","Interbrain and midbrain neurons 2_9","Slc35f3, Gm15155, Gm19459, Gm29088, Gm13974, Gm12538, Mc3r, Mir128-1, G630016G05Rik, Gm15875"
"775","Interbrain and midbrain neurons 2_10","RP24-404L18.2, RP24-531A1.2, Gm12116, Prrxl1, Pcdhb1, 6430628N08Rik, Mir374b, Ccdc172, 4933408N05Rik, Mir496a"
"776","Interbrain and midbrain neurons 2_11","Sorcs1, Gm13974, Gm11620, Gm15825, Tmem217, Fshr, Gm16294, Gm14204, 2810471M01Rik, Tfap2d"
"777","Interbrain and midbrain neurons 2_12","Gm11804, Vmn1r214, Pou4f2, Scn1a, Gm29245, Gm22496, Gm28364, Olfr288, Gm15599, Mir379"
"778","Interbrain and midbrain neurons 2_13","Gm24678, Pth2r, Cbln4, BC039966, Mir764, Gm12827, Olfr458, 5730412P04Rik, Gm26123, Gm29328"
"779","Interbrain and midbrain neurons 2_14","Tac2, Olfr273, Gm3943, Gm5415, Olfr275, Tlx3, Gm12116, 5031410I06Rik, Prrxl1, Gm5434"
"780","Interbrain and midbrain neurons 2_15","Gm7656, Gm15442, Gm20797, Gm15681, RP23-388A19.5, Gm2423, Gm13179, Barhl2, Gm28372, B230208B08Rik"
"781","Interbrain and midbrain neurons 2_16","Tlx3, Prrxl1, Mir466, Pabpc1l2b-ps, Gm27148, Gm20746, Tunar, Vmn1r206, Olfr288, Gm26653"
"782","Interbrain and midbrain neurons 2_17","Tph2, Trh, Cntnap3, Pgr15l, Usp29, Mir3099, RP23-211F21.4, Gm2076, Gm13751, RP23-211F21.3"
"783","Interbrain and midbrain neurons 2_18","Mgat5b, Trpc3, Tacr1, Tacr3, Ecel1, Gm29374, Drd2, 1700025C18Rik, Prima1, Olfr324"
"784","Interbrain and midbrain neurons 2_19","Gm26875, Kcnh5, Vmn1r83, Tfap2d, Mir690, Gm11634, Gm15825, Lhx9, Gm14246, RP23-349K15.2"
"785","Interbrain and midbrain neurons 2_20","Slc6a5, Prss47, Gm14371, Gm3985, Usp26, BC039966, Gbx1, Gpr25, Mir340, Gm28372"
"786","Interbrain and midbrain neurons 2_21","Vmn1r-ps111, Vmn1r213, Vmn1r207-ps, Gm13642, Otp, Gm11309, Chrm5, Ntrk1, RP23-137I13.2, Vmn1r206"
"787","Interbrain and midbrain neurons 2_22","Avp, Pmch, Oxt, A830082K12Rik, Foxb2, Otp, Npffr2, 1700025K24Rik, Lemd1, Gm14258"
"788","Interbrain and midbrain neurons 2_23","Ephb1, Gm14991, Fezf1, Nr0b1, Mc3r, Usp29, Chrm5, Mir383, Nr5a1os, Gm20501"
"789","Interbrain and midbrain neurons 2_24","Sox14, Chrna6, Chrnb3, Olfr94, Gm16147, Gpr6, 1110015O18Rik, Gm10805, Gm6569, Arr3"
"790","Interbrain and midbrain neurons 2_25","B230323A14Rik, Foxb1, Foxb2, Mir3099, Chrm5, Gm15240, Tmco5b, Olfr288, 4933403O08Rik, Mir7243"
"791","Interbrain and midbrain neurons 2_26","Sox14, Gm14489, Gm13645, RP23-68L13.2, BC039966, 1110015O18Rik, C2cd4d, Gm22576, Gm17916, Gm26307"
"792","Interbrain and midbrain neurons 2_27","Six3, Gm15339, Gm14578, Mir130a, Six3os1, Frem3, Gm5862, Gm7656, Gm17075, Gm23431"
"793","Interbrain and midbrain neurons 2_28","Rora, Grik2, Gabra5, Slc6a5, Gm13974, Doxl2, Kcnh5, Gm20610, RP24-259F2.1, Gm16294"
"794","Interbrain and midbrain neurons 2_29","Miat, Fam135b, Camta1, Sspn, Gm10649, Gm14697, Lrrn1, Snrpn.1, Lhx4, Gm14696"
"795","Interbrain and midbrain neurons 2_30","Elfn1, Doxl2, Gm14114, Gbx1, RP24-278K24.3, Cplx1, Gm27243, Gm28372, Mir6403, Gm23986"
"796","Interbrain and midbrain neurons 2_31","Ankrd60, Hnmt, Gm29536, Slc6a5, Gm13629, Sacs, Gm4996, Doxl2, Gm13067, Cntrobos"
"797","Interbrain and midbrain neurons 2_32","Vmn1r196, BC039966, Etd, Vmn1r213, Mir181d, Vmn1r-ps109, Gm26633, Tlx1, Olfr458, Vmn1r206"
"798","Interbrain and midbrain neurons 2_33","Dok5, Calcr, Hcrt, Zim1, Klhl7, Th, Sdk1, Zdbf2, Gm12377, Sept3"
"799","Interbrain and midbrain neurons 2_34","Gpr151, Gpr139, Epha3, Ucn, Mir1264, RP24-364K10.3, RP24-168F13.1, Mir496a, Gm3428, Ghsr"
"800","Interbrain and midbrain neurons 2_35","Hs3st4, RP23-455B5.8, Gm22743, Olfr1020, Gm16569, Evx1, Gm2694, Mir125a, Olfr153, Gm12155, Gm3216, Gm7134"
"801","Interbrain and midbrain neurons 2_36","Olfr250, RP24-364K10.3, Gm10663, Gm13547, Gm21750, Gm24207, Gm4792, Gm6433, Olfr220, Olfr1364"
"802","Interneurons 1_1","Gm4810, Gm28807, Gm17075, RP24-423J19.1, Gm14246, Gm13619, Ube2nl, Gm22543, 4933404I11Rik, Gm26597"
"803","Interneurons 1_2","Cntnap5c, Gm15671, Gad1, Gm26691, Gm11855, Gm5958, RP23-138L21.3, Lancl1, Gm25089, Fam150b"
"804","Interneurons 1_3","Grip1, Cntnap4, Gria1, Lrrc4, RP24-400M10.1, A730060N03Rik, Loxhd1, Olfr1535, Rxfp3, Mir323"
"805","Interneurons 1_4","Kcnc1, Gpr176, 4921501E09Rik, Mir434, M5C1000I18Rik, Kcnk15, Btn2a2, Gm3985, Gm27000, A230077H06Rik"
"806","Interneurons 1_5","Pou6f2, Gm28722, Mir344f, Crhbp, RP24-278K24.3, Rxfp3, Vgf, Mir344, Gm4810, Gm28372"
"807","Interneurons 1_6","RP23-199M5.3, Gm15583, Gm28175, Gm19932, Gm13619, Gm13530, Crh, Crhbp, Gm15201, Gm18775"
"808","Interneurons 1_7","St6gal2, Gm15668, Gm16076, C030037F17Rik, Gm9003, Gm29667, 4921511H03Rik, Tenm1, Btn2a2, Slc6a17"
"809","Interneurons 1_8","Elfn1, A830092H15Rik, Gm9003, Gm11645, Dcx, Gm10475, RP23-388A19.4, Crhbp, Gm25129, Gm24258"
"810","Interneurons 1_9","Ceacam9, Gm4810, Crhbp, Gm17111, Cntnap3, Btbd11, Btn2a2, Gm24552, Mir690, BC030500"
"811","Interneurons 1_10","Olfr266, Crhbp, Lpcat2b, Gm11855, RP23-388A19.4, Cdh7, Gm13322, Pdyn, Htr1a, Rxfp3"
"812","Interneurons 1_11","Trhde, Gm28175, Gm14407, Speer4a, 5031410I06Rik, Gm14524, Gm14291, Spaca5, Gm5862, Npas1"
"813","Interneurons 1_12","Nxph1, Gpr83, Opcml, Gm16321, Il1rapl2, Gad1, Gm4810, RP24-531A1.2, Gm5652, Drd5"
"814","Interneurons 1_13","Npy, Crhbp, Dlx1as, Dbpht2, RP24-317P2.2, Gm14739, RP24-204F16.4, Tmem130, Sp9, Mir543"
"815","Interneurons 1_14","Vgf, RP23-322G4.3, Gm26994, Tas2r108, 4933405O20Rik, Magee2, Mir654, Lemd1, A230072I06Rik, Gm12297"
"816","Interneurons 1_15","Galntl6, Gm19891, Mir5626, Vmn1r189, Gm28175, Gm13923, Ubqlnl, Gm2066, Gm15177, Gm25200, Gm11358, Gm17377"
"817","Interneurons 2_1","Nr2e1, Gm29428, Dlx1, Gm18294, Npas1, Cplx3, BC030500, 2310026L22Rik, Gm650, Gm15881"
